SMILES,hERG_IC50_nM,hERG_label,source
Cc1cc(C)n(CC(=O)N2CCN(c3ccccc3-c3ccccc3)CC2)n1,31622.78,0,ChEMBL
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,40000.0,0,ChEMBL
Cc1c(CN(C)CC(O)c2ccc(O)cc2)sc2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cn(C)c12,1600.0,0,ChEMBL
Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN3CCOCC3)sc21,9400.0,0,ChEMBL
O=C(NCc1ccc(Cl)cc1)c1cn2c(CCO)cc3cc(CN4CCOCC4)cc(c1=O)c32,2100.0,0,ChEMBL
CC1(C)CN(C(=O)Cn2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cc3cccnc32)C1,5200.0,0,ChEMBL
CC1(C)CN(C(=O)[C@H]2CC(=O)N(c3cccc(C#N)c3)C2)c2cc(Cl)c(Cn3ccnc3)cc21,2200.0,0,ChEMBL
NCCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,8600.0,0,ChEMBL
CS(=O)(=O)NCCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,5200.0,0,ChEMBL
NS(=O)(=O)NCCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,12000.0,0,ChEMBL
NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,5000.0,0,ChEMBL
CC(=O)NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,4500.0,0,ChEMBL
CS(=O)(=O)NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,500.0,1,ChEMBL
NS(=O)(=O)NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,40000.0,0,ChEMBL
NCC(=O)NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,40000.0,0,ChEMBL
O=C(O)Cc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,40000.0,0,ChEMBL
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2OC(C(C)C)C(C)C)cc1,18000.0,0,ChEMBL
CCCC(CCC)Oc1ccc(-c2ccccc2-c2nn[nH]n2)cc1NC(=O)Nc1ccc(C)cc1,80000.0,0,ChEMBL
CCCOc1c(CCC)cc(-c2ccccc2C(=O)O)cc1NC(=O)Nc1ccc(C)cc1,80000.0,0,ChEMBL
CCCOc1c(CCC)cc(-c2ccccc2-c2nn[nH]n2)cc1NC(=O)Nc1ccc(C)cc1,40000.0,0,ChEMBL
C=CC1(C=C)Oc2c(NC(=O)Nc3ccc(C)cc3)cc(-c3ccccc3-c3nn[nH]n3)cc2[C@@H]1c1ccccc1,80000.0,0,ChEMBL
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCC=CC3c2ccccc2)cc1,69000.0,0,ChEMBL
Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(CO)nc1-c1cccc(Cl)c1Cl,3348.0,0,ChEMBL
NC[C@]1(c2ccccc2)[C@@H]2CCN(c3cnc4c(-c5cccc(Cl)c5Cl)n[nH]c4n3)C[C@@H]21,389.0,1,ChEMBL
NC[C@]1(c2ccsc2)[C@@H]2CCN(c3cnc4c(-c5cccc(Cl)c5Cl)n[nH]c4n3)C[C@@H]21,109.0,1,ChEMBL
NC[C@]1(c2ccccn2)[C@@H]2CCN(c3cnc4c(-c5cccc(Cl)c5Cl)n[nH]c4n3)C[C@@H]21,42.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6cccc(Cl)c6Cl)n[nH]c5n4)C[C@@H]32)n1,250.0,1,ChEMBL
Cc1csc([C@]2(CN)[C@@H]3CCN(c4cnc5c(-c6cccc(Cl)c6Cl)n[nH]c5n4)C[C@@H]32)n1,58.0,1,ChEMBL
Cc1csc([C@]2(CN)[C@@H]3CN(c4cnc5c(-c6cccc(Cl)c6Cl)n[nH]c5n4)CC[C@@H]32)n1,769.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6cccnc6C(F)(F)F)n[nH]c5n4)C[C@@H]32)n1,5057.0,0,ChEMBL
NC[C@]1(c2ccsc2)[C@@H]2CCN(c3cnc4c(-c5cccnc5C(F)(F)F)n[nH]c4n3)C[C@@H]21,5561.0,0,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6ccc7nc(C)sc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,24.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6ccn7nccc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,12.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,107.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nc(C)sc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,1661.0,0,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccn7nccc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,235.0,1,ChEMBL
Cc1csc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,30000.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5ccccc5)cnc34)ccc2n1,5352.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5ccccn5)cnc34)ccc2n1,8957.0,0,ChEMBL
Cc1cccc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,5875.0,0,ChEMBL
Cc1ccn([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,30000.0,0,ChEMBL
Cn1ccc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,30000.0,0,ChEMBL
Cc1nnc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)s1,30000.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5cnsn5)cnc34)ccc2n1,30000.0,0,ChEMBL
Cc1nc([C@@]2(CN)[C@@H]3CN(c4cnc5c(-c6ccc7nn(C)cc7c6Cl)n[nH]c5n4)C[C@@H]32)cs1,30000.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5nccs5)cnc34)ccc2n1,13493.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5nc(Cl)cs5)cnc34)ccc2n1,12322.0,0,ChEMBL
Cn1cc2c(Cl)c(-c3n[nH]c4nc(N5C[C@@H]6[C@H](C5)[C@@]6(CN)c5nc(C(F)(F)F)cs5)cnc34)ccc2n1,30000.0,0,ChEMBL
CCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,199.53,1,ChEMBL
CCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,63.1,1,ChEMBL
CC(C)C(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,398.11,1,ChEMBL
O=C(NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O)C1CCCC1.O=C(O)C(F)(F)F,50.12,1,ChEMBL
COCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,199.53,1,ChEMBL
COCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=CO,398.11,1,ChEMBL
COCCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,398.11,1,ChEMBL
O=C(NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O)C1CCOCC1.O=C(O)C(F)(F)F,794.33,1,ChEMBL
COCCCC(=O)N(C)CCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,398.11,1,ChEMBL
CCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.Cl,1.585,1,ChEMBL
COCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.Cl,39.81,1,ChEMBL
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,10000.0,0,ChEMBL
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3nc(C4CC4)ccc3c2)CC1,80000.0,0,ChEMBL
COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,39810.72,0,ChEMBL
CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,10000.0,0,ChEMBL
Cc1nc2nc(C)c(C[C@@H]3CCN(c4cnc(-c5ccc(CN6CCOCC6)cc5)cn4)C3)c(C)n2n1,1800.0,0,ChEMBL
Cc1nc2nc(C)c(C[C@@H]3CCN(c4ccc(-c5cnc(CN6CCOCC6)cn5)cc4)C3)c(C)n2n1,6100.0,0,ChEMBL
Cc1nc2nc(C)c(C[C@@H]3CCN(c4ccc(-c5ccc(CN6CCOCC6)nn5)cc4)C3)c(C)n2n1,13000.0,0,ChEMBL
Cc1nc2nc(C)c(C[C@@H]3CCN(c4ccc(-c5ccc(CN6CCN(C)CC6)nn5)cc4)C3)c(C)n2n1,33000.0,0,ChEMBL
Cc1nc2nc(C)c(O[C@@H]3CCN(c4ccc(-c5ccc(CN6CCOCC6)nn5)cc4)C3)c(C)n2n1,29000.0,0,ChEMBL
Cc1nc2nc(C)c(O[C@@H]3CCN(c4ccc(-c5ccc(CN6CCN(C)CC6)nn5)cc4)C3)c(C)n2n1,33000.0,0,ChEMBL
CC(=O)N1CCN(Cc2ccc(-c3ccc(N4CC[C@@H](Oc5c(C)nc6nc(C)nn6c5C)C4)cc3)nn2)CC1,33000.0,0,ChEMBL
Cc1nc2nc(C)c(CCNC(=O)c3cnc(-c4ccc(CN5CCOCC5)cc4)cn3)c(C)n2n1,24000.0,0,ChEMBL
Cc1nc2nc(C)c(C[C@@H]3CCN(c4cnc(-c5ccc(CN6CCN(C)CC6)cc5)cn4)C3)c(C)n2n1,24000.0,0,ChEMBL
Cc1cc2cccc(C(=O)N[C@H]3CC[C@@]4(O)[C@H]5Cc6ccc(O)c7c6[C@@]4(CCN5CC4CC4)[C@H]3O7)c2[nH]1.Cl,0.14,1,ChEMBL
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2cc[nH]c12,0.021,1,ChEMBL
CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,20900.0,0,ChEMBL
CC(C)(O)Cn1cc(-c2cnc3nc2N[C@H](CO)c2ccccc2OCCCCc2cc(ccc2C#N)N3)cn1,30000.0,0,ChEMBL
Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,4000.0,0,ChEMBL
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,60000.0,0,ChEMBL
Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,60000.0,0,ChEMBL
Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,25000.0,0,ChEMBL
Cc1nc(NCc2cnn(C)c2)cc(OC[C@H]2C[C@@H]2c2ccccn2)n1,60000.0,0,ChEMBL
Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,33000.0,0,ChEMBL
N#Cc1cc(N2CCCC2=O)ccc1Sc1ccccc1CO,50118.72,0,ChEMBL
O=C(c1cccc(CNc2n[nH]c3cccc(Cl)c23)c1)N1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1,30000.0,0,ChEMBL
Nc1nccn1Cc1cn(-c2ccc(Cl)c(C(=O)C(F)F)c2)nn1,6400.0,0,ChEMBL
FC(F)Oc1cc(-n2cc(Cn3ccnc3)nn2)ccc1Cl,10000.0,0,ChEMBL
FC(F)Oc1cc(-n2cc(CNc3ncco3)nn2)ccc1Cl,10000.0,0,ChEMBL
FC(F)Oc1cc(-n2cc(CNc3ccccn3)nn2)ccc1Cl,8000.0,0,ChEMBL
FC(F)Oc1cc(-n2cc(CNc3ncccn3)nn2)ccc1Cl,10000.0,0,ChEMBL
FC(F)Oc1cc(-n2cc(COc3ncccn3)nn2)ccc1Cl,10000.0,0,ChEMBL
Cc1cnc(OCc2cn(-c3ccc(Cl)c(OC(F)F)c3)nn2)nc1,5600.0,0,ChEMBL
Cc1cnc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)nc1,10000.0,0,ChEMBL
Cc1cnc(OCc2cn(-c3cccc(C(F)F)c3)nn2)nc1,10000.0,0,ChEMBL
Fc1ccc(-n2cc(COc3ncc(N4CCC4)cn3)nn2)cc1OC(F)F,10000.0,0,ChEMBL
CC(C)(O)c1cnc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)nc1,10000.0,0,ChEMBL
Cc1ccnc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)n1,10000.0,0,ChEMBL
CNc1ccnc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)n1,10000.0,0,ChEMBL
Fc1ccc(-n2cc(COc3nccc(N4CC(F)C4)n3)nn2)cc1OC(F)F,10000.0,0,ChEMBL
Nc1nc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)ncc1F,10000.0,0,ChEMBL
COCc1ccnc(OCc2cn(-c3ccc(F)c(OC(F)F)c3)nn2)n1,10000.0,0,ChEMBL
COc1ccc2nc(N[C@H]3CCN(C(=O)Cc4cc(F)cc(F)c4)C3)ccc2c1,360.0,1,ChEMBL
Cc1nc(N[C@H]2CCN(C(=O)Cc3ccc(F)cc3)C2)ccc1-c1nc(C(F)(F)F)n(C)n1,78000.0,0,ChEMBL
COc1cc([C@@H](C)C(=O)N2CC[C@H](Nc3ccc(-c4nc(C(F)F)n(C)n4)c(C)n3)C2)c(F)cn1,25000.0,0,ChEMBL
COc1cc([C@@H](C)C(=O)N2CC[C@H](Nc3ccc(-c4n[nH]c(C(F)F)n4)c(C)n3)C2)c(F)cn1,19000.0,0,ChEMBL
[2H]C([2H])([2H])n1nc(-c2ccc(N[C@H]3CCN(C(=O)[C@H](C)c4cc(OC)ncc4F)C3)nc2C)nc1C(F)F,28000.0,0,ChEMBL
COc1cc([C@@H](C)C(=O)N2CC[C@@]3(COc4cc(-c5ncccn5)c(C)nc4N3)C2)c(F)cn1,27000.0,0,ChEMBL
CN1C(=O)c2ccc(Cl)cc2N2C(=O)CC[C@]12C(=O)Nc1cncc(Cl)c1,30000.0,0,ChEMBL
CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,20000.0,0,ChEMBL
COC(=O)C1=C(CN2CCN3C(=O)N(c4ccc(C(=O)O)cc4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,10000.0,0,ChEMBL
CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl,20000.0,0,ChEMBL
COC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,20000.0,0,ChEMBL
COC(=O)C1=C(CN2CCN3C(=O)N(CC4(C(=O)O)CC4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,7800.0,0,ChEMBL
COC(=O)C1=C(CN2CCN3C(=O)N(CC4(C(=O)O)CCC4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,20000.0,0,ChEMBL
COC(=O)C1=C(CN2CCN3C(=O)N(C4CCC(C(=O)O)CC4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,20000.0,0,ChEMBL
CCOC(=O)C1=C(CN2C[C@H]3CN(C4CC4)C(=O)N3C[C@@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,20000.0,0,ChEMBL
CCOC(=O)C1=C(CN2C[C@H]3CN(C(C)(C)C)C(=O)N3C[C@@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,10000.0,0,ChEMBL
CCOC(=O)C1=C(CN2C[C@H]3CN(C)C(=O)N3C[C@@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl,20000.0,0,ChEMBL
C[C@H](NC(=O)c1c(Nc2cccc(C(F)(F)F)c2)c2ccccc2n1C)c1ccc(C(=O)O)cc1,40000.0,0,ChEMBL
N#Cc1cccc2c1CC(CNCCC1CN(c3ccc4c(n3)NC(=O)CO4)C(=O)O1)C2,900.0,1,ChEMBL
N#Cc1c(C2CCCC2)c2ccc(NCc3ccc(F)cn3)cc2n(CC2CCCC2)c1=O,40000.0,0,ChEMBL
CC(C)(O)CC(=O)N1CCc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2C1,58400.0,0,ChEMBL
Cc1cc(-c2cnc(C)nc2C2CCN(CC(=O)N3CCOCC3)CC2)on1,10000.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCOCC3)CC2)n1,10000.0,0,ChEMBL
Cc1cc(-c2cnc(C(C)C)nc2C2CCN(CC(=O)N3CCOCC3)CC2)on1,3600.0,0,ChEMBL
CCCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCOCC3)CC2)n1,5400.0,0,ChEMBL
Cc1cc(-c2cnc(C3CC3)nc2C2CCN(CC(=O)N3CCOCC3)CC2)on1,4200.0,0,ChEMBL
Cc1cc(-c2cnc(C(F)(F)F)nc2C2CCN(CC(=O)N3CCOCC3)CC2)on1,10000.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCCCC3)CC2)n1,8700.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCCOCC3)CC2)n1,10000.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCC4(CCOC4)CC3)CC2)n1,10000.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCCN(C)CC3)CC2)n1,10000.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CCC(=O)N3CCOCC3)CC2)n1,4500.0,0,ChEMBL
CCc1ncc(-c2cc(C)no2)c(C2CCN(CCN3CCOCC3)CC2)n1,10000.0,0,ChEMBL
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(N3CCC4(CCN(C(=O)CN5Cc6cc7c(cc6C5)C(=O)N(C5CCC(=O)NC5=O)C7=O)CC4)CC3)cc2F)N1CC(F)F,30000.0,0,ChEMBL
CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13,4090.0,0,ChEMBL
CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@H]3CC[C@@H]3OC)cnn12,30000.0,0,ChEMBL
CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(C(=O)N[C@@H]3C[C@@H]3F)cnn12,30000.0,0,ChEMBL
N#Cc1ccc(N2CCC3(CCN(CCc4ccccc4)C3)C2)cc1,85.0,1,ChEMBL
CC(C)(c1ccc(OCC2CCN(CC3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)cc1)c1ccc(OC[C@H](O)CCl)cc1,10000.0,0,ChEMBL
Cc1n[nH]c2c1[C@@H](O)[C@H](n1nnc3ccccc31)[C@@H](c1ccccc1Cl)N2,25000.0,0,ChEMBL
Cc1n[nH]c2c1[C@@H](O)[C@H](n1nnc3ccccc31)[C@@H](c1ccccc1Br)N2,25000.0,0,ChEMBL
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(NC(=O)c4ccc(N(C)C)cc4)c4c3OCO4)c3c(N)ncnc32)C1,14800.0,0,ChEMBL
CCOc1ccc([C@H]2CC(=O)c3cc(OC)c(OC)c(OC)c32)cc1F,40000.0,0,ChEMBL
O=c1[nH]c(=O)n(COCc2ccccc2)c(Sc2cc(F)ccc2F)c1C1CC1,40000.0,0,ChEMBL
CCC(=O)N1CCc2nc(Nc3ccc(C#N)cc3)nc(Oc3c(C)cc(C#N)cc3C)c2C1,5900.0,0,ChEMBL
CCS(=O)(=O)Nc1cc(-c2c(C)nn(C)c2C)c(F)c(-c2ccnc3nc[nH]c23)c1,30000.0,0,ChEMBL
C[C@H]1CC2(CCN(c3ccc(C(=O)N4CCN(C5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,30000.0,0,ChEMBL
O=C(O)c1cc(-c2ccc([C@]3(O)[C@@H]4CNC[C@H]3C4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,30000.0,0,ChEMBL
COc1cc(NC(C(=O)c2c[nH]c3cc(F)ccc23)c2ccc(Cl)cc2OC)cc(OCCO)c1,10000.0,0,ChEMBL
COc1cc(NC(C(=O)c2c[nH]c3cc(OC)c(C)cc23)c2ccc(Cl)cc2OC)cc(OCCO)c1,10000.0,0,ChEMBL
CC(C)c1nc(-c2cnc(N)c(OC(F)(F)F)c2)cn1C12CC(N3CCOCC3)(C1)C2,30000.0,0,ChEMBL
Nc1ncc(-c2cn(C34CC(N5CCOCC5)(C3)C4)c(C3CC3)n2)cc1OC(F)(F)F,18000.0,0,ChEMBL
Nc1ncc(-c2cn(C34CC(F)(C3)C4)c([C@@H](O)C(F)(F)F)n2)cc1OC(F)(F)F,30000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccncc6)CC[C@]5(C)C4CC[C@]23C)cn1,6470.0,0,ChEMBL
CCc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccncc6)CC[C@]5(C)C4CC[C@]23C)cn1,3580.0,0,ChEMBL
COc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccncc6)CC[C@]5(C)C4CC[C@]23C)cn1,4070.0,0,ChEMBL
CC(C)c1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccncc6)CC[C@]5(C)C4CC[C@]23C)cn1,15000.0,0,ChEMBL
CCc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccnnc6)CC[C@]5(C)C4CC[C@]23C)cn1,6580.0,0,ChEMBL
COc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccnnc6)CC[C@]5(C)C4CC[C@]23C)cn1,856000.0,0,ChEMBL
CC(C)c1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccnnc6)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
C[C@]12CC[C@H](NC(=O)c3ccnnc3)CC1=CCC1C2CC[C@]2(C)C(n3cnc(C#N)c3)=CCC12,2870.0,0,ChEMBL
C[C@]12CC[C@H](NC(=O)c3ccnnc3)CC1=CCC1C2CC[C@]2(C)C(n3cnc([N+](=O)[O-])c3)=CCC12,40000.0,0,ChEMBL
C[C@]12CC[C@H](NC(=O)c3ccnnc3)CC1=CCC1C2CC[C@]2(C)C(n3cnc(Cl)c3)=CCC12,24560.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccncc6F)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc([N+](=O)[O-])cc6)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc(C#N)cc6)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc(S(C)(=O)=O)cc6)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc(F)cc6)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc(F)cc6F)CC[C@]5(C)C4CC[C@]23C)cn1,40000.0,0,ChEMBL
CN1CCN(c2nc(N)nc(C(C)(C)[Se]c3ccc4ccccc4c3)n2)CC1,1360.0,0,ChEMBL
CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,10000.0,0,ChEMBL
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,10000.0,0,ChEMBL
COc1cc(-c2cnc3cc(OCCN4CCOCC4)ccn23)cc2c1C(=O)N(CC(F)(F)F)CC2,15300.0,0,ChEMBL
FC1CN(CCc2ccc(-c3noc(C(F)(F)F)n3)cc2)CCC1Nc1nc2ccccc2[nH]1,980.0,1,ChEMBL
FC(F)(F)c1nc(-c2ccc(CCN3CCC(Nc4nc5ncccc5[nH]4)CC3)cc2)no1,2720.0,0,ChEMBL
Cc1ccc2[nH]c(NC3CCN(CCc4ccc(-c5noc(C(F)(F)F)n5)cc4)CC3)nc2n1,420.0,1,ChEMBL
