smiles,measured log solubility in mols per litre,source
CC1=C(CCC(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,-0.65,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCCC1,3.47,ChEMBL
Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.23,ChEMBL
O=C(c1ccccc1I)c1ccc2n1CCC2C(=O)O,2.98,ChEMBL
C=Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.47,ChEMBL
O=C(c1ccc2c(c1)OCO2)c1ccc2n1CCC2C(=O)O,3.61,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CC(=O)N(c3ccccc3)CC2=O)cc1,0.55,ChEMBL
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCOCC4)C3)cc2)C1)N1CCOCC1,0.74,ChEMBL
CN(C)CCOc1ccc2[nH]c(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3)c3ccccc43)cc2c1,4.94,ChEMBL
OCc1ccccc1NCc1cc2c(cc1O)CCCO2,2.4,ChEMBL
Oc1cc2c(cc1CNc1ccccc1)OCCC2,3.5,ChEMBL
CCN(CC)CCNS(=O)(=O)c1cc(C(F)(F)F)ccc1F.Cl,3.3,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCCO)C3=O)N1CC1NC12,0.14,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCN(c5ccccc5)CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,1.42,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCC(=O)O)O2)c(=O)[nH]c1=O,-0.52,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCCCCO)O2)c(=O)[nH]c1=O,0.08,ChEMBL
CCCCCC1(c2ccccc2)NC(=O)NC1=O,2.96,ChEMBL
CCCCCCC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,1.021,ChEMBL
CC1CCCC(C)N1Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.38,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCC4)nc(I)nc32)[C@H](O)[C@@H]1O,1.42,ChEMBL
CCSC[S+]([O-])C[C@H](C)NC(=O)/C=C/c1c(C)nc(O)nc1O,-0.301,ChEMBL
COc1ccc2c(c1)N=C(N1CCN(C)CC1)c1ccccc1N2,3.98,ChEMBL
O=C1NC(=O)C2(CCCCCc3ccccc32)N1,2.46,ChEMBL
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1ccno1,5.0,ChEMBL
CNC(=O)NCCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,5.5,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCC#N)C3=O)N1CC1NC12,0.08,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCC4c4ccccc4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.25,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)NCCCN)O2)c(=O)[nH]c1=O,-1.19,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCC(=O)OC(C)(C)C)O2)c(=O)[nH]c1=O,1.14,ChEMBL
COc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1N2,3.98,ChEMBL
CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@]2(OC)CC[C@@]3(C[C@@H]2C(C)(C)O)[C@H]1C5,-0.6,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCc4ccco4)C3=O)N1CC1NC12,1.6,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC4COC(C)(C)O4)C3=O)N1CC1NC12,0.82,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCN(C)C)C3=O)N1CC1NC12,0.46,ChEMBL
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.98,ChEMBL
CCCCSC[S+]([O-])C[C@H](C)NC(=O)/C=C/c1c(C)nc(O)nc1O,0.819,ChEMBL
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,3.98,ChEMBL
O=C1NC2(c3ccccc3)CCCCCN1C2=O,2.51,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OC(C)C)C3=O)N1CC1NC12,1.26,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCC(c5ccccc5)CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.36,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCOCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,0.11,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.07,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,0.72,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCC(Oc5ccccc5)CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.05,ChEMBL
COc1ccc(NS(=O)(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,4.04,ChEMBL
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,3.98,ChEMBL
CCCCC1(c2ccccc2)NC(=O)N(C)C1=O,3.01,ChEMBL
COC[C@@H]1CCCN1Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.32,ChEMBL
O=C1NC(=O)C2(CCCCc3ccccc32)N1,1.96,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC4CCCCO4)C3=O)N1CC1NC12,1.79,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCN4CCOCC4)C3=O)N1CC1NC12,0.49,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCO)O2)c(=O)[nH]c1=O,-0.95,ChEMBL
CCCCCCC1(c2ccccc2)NC(=O)NC1=O,3.4,ChEMBL
CCCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@]2(OC)CC[C@@]3(C[C@@H]2C(C)(C)O)[C@H]1C5,0.46,ChEMBL
CCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,0.76,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCC4)nc(F)nc32)[C@H](O)[C@@H]1O,0.35,ChEMBL
CSc1nc(NN2CCCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,0.89,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCO)O2)c(=O)[nH]c1=O,-1.2,ChEMBL
COc1ccc(NC(=O)c2ccc(-c3ccc(C(N)=O)cc3C)cc2)cc1N1CCN(C)CC1,3.6,ChEMBL
Cc1nnc(-c2ccc(-c3ccc(C(=O)Nc4ccc(O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)o1,3.54,ChEMBL
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.48,ChEMBL
CCCSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,-0.665,ChEMBL
Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OCCF)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,5.33,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,0.79,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCCCO)O2)c(=O)[nH]c1=O,-0.45,ChEMBL
CN1CCN(C2=Nc3cc(OS(=O)(=O)C(F)(F)F)ccc3Nc3ccccc32)CC1,3.58,ChEMBL
CCCCC1(c2cccc(C)c2)NC(=O)NC1=O,2.96,ChEMBL
CCCCSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,0.143,ChEMBL
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)N[C@H]1CCCNC1=O,4.4,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCC4)nc(Br)nc32)[C@H](O)[C@@H]1O,0.89,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)NCCCO)O2)c(=O)[nH]c1=O,-1.24,ChEMBL
Cc1nnc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(C)(=O)=O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)o1,3.38,ChEMBL
CN1CCN(C2=Nc3cc(OS(C)(=O)=O)ccc3Nc3ccccc32)CC1,3.98,ChEMBL
CCCCC1(c2ccc(C)cc2)NC(=O)NC1=O,2.96,ChEMBL
CCCCCSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,0.6,ChEMBL
CCOCCOCCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,0.82,ChEMBL
Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(=O)(=O)C(F)(F)F)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,6.06,ChEMBL
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(C)(=O)=O)cc32)CC1,3.98,ChEMBL
CCCCC1(c2ccccc2C)NC(=O)NC1=O,2.96,ChEMBL
CCCCCCCCSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,2.424,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCO)C3=O)N1CC1C2N1C,0.67,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CC=C(c5ccccc5)CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.28,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCC(Sc5ccccc5)C4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.89,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)NCCCC(=O)O)O2)c(=O)[nH]c1=O,-0.81,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCCCCCCO)O2)c(=O)[nH]c1=O,1.14,ChEMBL
O=C1NC(=O)C2(CCCc3ccccc32)N1,1.46,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCCO)O2)c(=O)[nH]c1=O,-0.68,ChEMBL
COc1ccc(NC(=O)c2ccc(-c3ccc(C(=N)N)cc3C)cc2)cc1N1CCN(C)CC1,3.61,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C[C@@H](C)CF)[C@H]2O5.Cl,-0.34,ChEMBL
C#CCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,0.74,ChEMBL
COC[C@H]1CCCN1Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.32,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCC(Oc5ccccc5)C4)nc(Cl)nc32)[C@H](O)[C@@H]1O,1.88,ChEMBL
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-0.88,ChEMBL
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,4.3,ChEMBL
CN1CCN(C2=Nc3ccccc3Nc3ccc(O)cc32)CC1,3.98,ChEMBL
CN1CCN(C2=Nc3cc(O)ccc3Nc3ccccc32)CC1,3.98,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CCCCF)[C@H]2O5,-0.22,ChEMBL
CCCCCC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,0.41,ChEMBL
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.98,ChEMBL
CN1CCN(C2=Nc3ccccc3Sc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,3.98,ChEMBL
CSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O,-1.713,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCSCCO)C3=O)N1CC1NC12,1.07,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C=C(O/C(=N/C4CCCCC4)NC4CCCCC4)C3=O)N1CC1NC12,4.9,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCC(O)C4)nc(Cl)nc32)[C@H](O)[C@@H]1O,-0.82,ChEMBL
O=C1NC2(c3ccccc3)CCCCN1C2=O,2.01,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CCF)[C@H]2O5,-1.28,ChEMBL
Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,6.29,ChEMBL
CCCC1(c2ccccc2)NC(=O)NC1=O,1.96,ChEMBL
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(C)(=O)=O)cc32)CC1,3.98,ChEMBL
CCCCCCCCSC[S+]([O-])C[C@H](C)NC(=O)/C=C/c1c(C)nc(O)nc1O,2.424,ChEMBL
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1cncs1,5.3,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC4CCCO4)C3=O)N1CC1NC12,1.29,ChEMBL
CCCCOC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1.02,ChEMBL
CCCCCCCC1(c2ccccc2)NC(=O)NC1=O,3.96,ChEMBL
CCCCCCCCCC1(c2ccccc2)NC(=O)NC1=O,4.96,ChEMBL
CSC[S+]([O-])C[C@H](C)NC(=O)/C=C/c1c(C)nc(O)nc1O,-0.699,ChEMBL
COC(COC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21)OC,0.18,ChEMBL
CN1CCN(Nc2nc(Cl)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)CC1,0.11,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCN)O2)c(=O)[nH]c1=O,-0.93,ChEMBL
CCCCCCCC(O)(C(N)=O)c1ccccc1,3.7,ChEMBL
CCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@]2(OC)CC[C@@]3(C[C@@H]2C(C)(C)O)[C@H]1C5,-0.07,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCC(Sc5ccccc5)CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,2.62,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCN)O2)c(=O)[nH]c1=O,-0.9,ChEMBL
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,3.98,ChEMBL
C=CCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,0.87,ChEMBL
O=C1NC(=O)C(c2ccccc2)(C2CCCCC2)N1,2.96,ChEMBL
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,7.3,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OC4CCOC4)C3=O)N1CC1NC12,0.79,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCO)O2)c(=O)[nH]c1=O,-0.98,ChEMBL
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,4.11,ChEMBL
O=C1NC(=O)C2(CCc3ccccc32)N1,0.96,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,1.42,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCC(=O)O)O2)c(=O)[nH]c1=O,-0.55,ChEMBL
CC12C(=O)NC(=O)N1CCc1ccccc12,1.52,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C[C@H](C)CF)[C@H]2O5.Cl,-0.34,ChEMBL
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1nnco1,3.4,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC(O)CO)C3=O)N1CC1NC12,0.98,ChEMBL
Nc1nc(NN2CCCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,-0.55,ChEMBL
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,4.9,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCC(=O)OC(C)(C)C)O2)c(=O)[nH]c1=O,1.17,ChEMBL
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)NCCCC(=O)OC(C)(C)C)O2)c(=O)[nH]c1=O,0.88,ChEMBL
CCN1C(=O)NC(=O)C1(C)c1ccccc1,2.02,ChEMBL
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.46,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.0,ChEMBL
OC[C@H]1O[C@@H](n2cnc3c(NN4CCCCC4)ncnc32)[C@H](O)[C@@H]1O,1.28,ChEMBL
Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,4.33,ChEMBL
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CCCF)[C@H]2O5,-0.75,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCCCl)C3=O)N1CC1NC12,1.65,ChEMBL
CCCCC1(c2ccccc2)NC(=O)NC1=O,2.46,ChEMBL
CCCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O,3.51,ChEMBL
NC(=O)Cc1ccc(OCc2ccc(Br)cc2)cc1,2.97,ChEMBL
COc1c(OC)c(OC(=O)C(C)C)c2ccccc2c1OC(=O)C(C)C,4.61,ChEMBL
COc1c(OC)c(OC(=O)C(C)C)c2c(C)cccc2c1OC(=O)C(C)C,5.0,ChEMBL
C#C[C@]1(OC(=O)C2=CN(C)C=CC2)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.53,ChEMBL
Oc1ccccc1/C=N/CCCNCCNCCC/N=C/c1ccccc1O,0.84,ChEMBL
CCCCOC(=O)c1cnc(Cl)cn1,2.21,ChEMBL
CCCCCCCCC(C)(C)OC(=O)c1cnc(Cl)cn1,5.51,ChEMBL
CCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,5.3,ChEMBL
CC(C)(C)Cl,2.44,ChEMBL
CCC(C)(C)Br,2.99,ChEMBL
CCC(C)(CC)OC(=O)c1cnc(Cl)cn1,2.74,ChEMBL
COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,1.58,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccoc2)c1,1.94,ChEMBL
CC(=O)c1cc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)ccc1O,3.31,ChEMBL
O=C(O)c1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,1.28,ChEMBL
NC(=O)CF,-1.03,ChEMBL
NC(=O)C(Br)Br,0.18,ChEMBL
CC(=O)Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(C)=O)c2ccccc12,4.8,ChEMBL
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2cc(Cl)ccc12,4.3,ChEMBL
CCOc1c(OCC)c(OC(=O)C(C)(C)C)c2cc(Cl)ccc2c1OC(=O)C(C)(C)C,7.4,ChEMBL
CC(=O)Oc1c(OC(C)C)c(OC(C)C)c(OC(C)=O)c2cc(Cl)ccc12,4.6,ChEMBL
COc1ccc2c(OC(=O)C(C)(C)C)c(OC)c(OC)c(OC(=O)C(C)(C)C)c2c1,5.4,ChEMBL
CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C)CC(F)(F)F,6.45,ChEMBL
CC(Cl)(Cl)Cl,2.5,ChEMBL
ClC(Cl)C(Cl)Cl,2.66,ChEMBL
ClC(Br)Br,2.48,ChEMBL
CCOC(=O)c1cnc(Cl)cn1,1.19,ChEMBL
Oc1nc2ccccc2c(O)c1-c1ccccc1,0.89,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(-c2ccccc2)c1,2.78,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(-n2ccc3ccccc32)c1,3.63,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(C2=CCc3ccccc32)c1,3.75,ChEMBL
NC(=O)C(F)(F)F,-0.11,ChEMBL
NC(=O)CCl,-0.59,ChEMBL
COc1c(OC)c(OC(=O)C(C)(C)C)c2c(Cl)cccc2c1OC(=O)C(C)(C)C,6.1,ChEMBL
CCCOc1c(OCCC)c(OC(=O)CCC)c2cc(Cl)ccc2c1OC(=O)CCC,7.6,ChEMBL
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2c(C)cccc12,3.9,ChEMBL
CCCCCCCCOC(=O)c1cnc(Cl)cn1,4.48,ChEMBL
CC(C)CCl,2.44,ChEMBL
CCCCCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,7.05,ChEMBL
CC(C)COC(=O)c1cnccn1,1.07,ChEMBL
CCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,2.4,ChEMBL
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)N1CCCCC1,2.6,ChEMBL
CNCc1ccc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)cc1,1.25,ChEMBL
CCCCCCc1cn[nH]c1,3.46,ChEMBL
NC(=O)C(Cl)Cl,-0.03,ChEMBL
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2ccccc12,3.44,ChEMBL
COc1ccc(O)c(/C=N/CCCNCCNCCC/N=C/c2cc(OC)ccc2O)c1,0.75,ChEMBL
CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C)CC(F)(F)F,5.53,ChEMBL
CCCCCCCC(C)(CCCCC)OC(=O)c1cnc(Cl)cn1,6.96,ChEMBL
CCCCCOC(=O)c1cnc(Cl)cn1,2.73,ChEMBL
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCCO,0.5,ChEMBL
C=C(C)COc1cccc(C2=C(O)/C(=C/CC)NC2=O)c1,1.91,ChEMBL
COc1ccc(CCOc2c(I)cc(C[C@@H](N)C(=O)O)cc2I)cc1,2.65,ChEMBL
COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,3.26,ChEMBL
CC(C)(C)C(=O)Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(=O)C(C)(C)C)c2cc(Cl)ccc12,8.7,ChEMBL
COc1c(OC)c(OC(C)=O)c2c(Sc3ccccc3)cccc2c1OC(C)=O,4.2,ChEMBL
COc1cc(C)c(/C=N/CCCNCCNCCC/N=C/c2c(C)cc(OC)cc2O)c(O)c1,1.6,ChEMBL
COc1cc(O)c(/C=N/CCCNCCNCCC/N=C/c2cc(C)c(OC)cc2O)cc1C,2.12,ChEMBL
CCCCCCC(C)(CCCCCC)OC(=O)c1cnc(Cl)cn1,7.08,ChEMBL
ClCCCBr,1.88,ChEMBL
COC(=O)c1cnccn1,-0.23,ChEMBL
CCCCCCCCC(CC)OC(=O)c1cnc(Cl)cn1,5.99,ChEMBL
CCCCCCC(C)(C)OC(=O)c1cnc(Cl)cn1,4.39,ChEMBL
CCOC(=O)CNC(=O)COC(=O)c1ccccc1OC(C)=O,0.99,ChEMBL
O=c1nc(/N=C\N2CCCCC2)ccn1C1CCC(CO)O1,1.14,ChEMBL
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCc1ccccc1,3.2,ChEMBL
O=C(NCCN1CCOCC1)c1ccc(NCCN2CCOCC2)c2c(O)c3ccccc3nc12,4.42,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1ccsc1,1.45,ChEMBL
Cc1ccc(-c2c(O)nc3cc(Cl)ccc3c2O)cc1,2.16,ChEMBL
C=C(C)COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,2.6,ChEMBL
Oc1ccccc1-c1cc2ccc(Cl)cc2nc1O,3.2,ChEMBL
CCOC(=O)c1c(O)nc2cc(I)ccc2c1O,1.11,ChEMBL
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.82,ChEMBL
CCOc1c(OCC)c(OC(=O)C(C)C)c2cc(Cl)ccc2c1OC(=O)C(C)C,6.4,ChEMBL
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2c(OC)cccc12,3.44,ChEMBL
CC(C)c1ccc(O)c(/C=N/CCCNCCNCCC/N=C/c2cc(C(C)C)ccc2O)c1,2.96,ChEMBL
CCCCCC(C)(CCCCC)OC(=O)c1cnc(Cl)cn1,5.82,ChEMBL
ClC(Cl)Br,2.67,ChEMBL
CC(Br)CCl,2.16,ChEMBL
CC(C)CBr,2.58,ChEMBL
CCC(C)OC(=O)c1cnccn1,1.05,ChEMBL
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,2.15,ChEMBL
CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57,ChEMBL
O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,2.24,ChEMBL
COc1ccc2c(OC(C)=O)c(OC)c(OC)c(OC(C)=O)c2c1,2.39,ChEMBL
CCC(C)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C,4.86,ChEMBL
COc1cccc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,2.83,ChEMBL
CCC(C)Br,2.71,ChEMBL
CC(C)=CBr,1.8,ChEMBL
CCN(CC)C(=O)COC(=O)c1ccccc1OC(C)=O,1.16,ChEMBL
Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,2.16,ChEMBL
