smiles,measured log solubility in mols per litre,source
CSC1CN(c2ccccc2)NC1=O,1.974,ChEMBL
O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,4.6,ChEMBL
NC[C@@H]1CN[C@@H](C(=O)N[C@H](CCc2ccccc2)C(=O)Nc2ccc3ncccc3c2)C1,2.3,ChEMBL
O=C1NN(c2ccccc2)CC1Sc1ccccn1,2.157,ChEMBL
O=C1CCN(c2ccccc2)N1,0.893,ChEMBL
O=C1OC(C(O)CO)C(O)=C1O,-4.04,ChEMBL
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.69,ChEMBL
O=C(O)C1CN(CCCP(=O)(O)O)CCN1,-3.4,ChEMBL
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.9,ChEMBL
COc1ccc(-c2nn(CCn3ccnc3)c(=O)c3ccccc23)cc1,2.056,ChEMBL
CC(C)CC(=O)OC[C@H](CO)OC(=O)C=C(C(C)C)C(C)C,3.9,ChEMBL
CCOCC1CN(c2ccccc2)NC1=O,1.42,ChEMBL
CCOCCC1CN(c2ccccc2)NC1=O,1.059,ChEMBL
O=S1(=O)Nc2ccccc2N1,1.12,ChEMBL
CO[C@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@H]2[C@@H](Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)O[C@H](C)[C@H](O)[C@@H]2O)[C@@H]1O,1.8,ChEMBL
OCC(O)CO,-1.75,ChEMBL
COC[C@H]1CN(c2ccc(OCC(C)O)cc2)C(=O)O1,1.17,ChEMBL
NCC(=O)N1C[C@@H](CN)C[C@@H]1C(=O)N[C@H](CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,1.2,ChEMBL
CC(C)C/C=C1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O,4.1,ChEMBL
CC(C)CC(=O)OCC1(CO)CC(=C(C(C)C)C(C)C)C(=O)O1,3.2,ChEMBL
O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,2.47,ChEMBL
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,2.8,ChEMBL
O=c1[nH]cc(F)c(=O)[nH]1,-0.95,ChEMBL
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,2.8,ChEMBL
NCC(=O)N1C[C@@H](N)C[C@@H]1C(=O)N[C@H](CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,1.4,ChEMBL
Cc1cc2nc([C@@H](CCc3ccccc3)NC(=O)[C@H]3C[C@H](N)CN3C(=O)CN)[nH]c2cc1C,2.8,ChEMBL
O=S(=O)(c1ccccc1)N1[C@@H]2COCOC[C@@H]21,-0.055,ChEMBL
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,-0.87,ChEMBL
CN1CC=C(n2nccn2)CC1,1.13,ChEMBL
CCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.44,ChEMBL
Cc1ccc(S(=O)(=O)N2[C@@H]3COCOC[C@@H]32)cc1,0.622,ChEMBL
Cc1c(S(=O)(=O)c2ccc(=O)[nH]n2)oc2ccc(Cl)cc12,3.05,ChEMBL
O=C(NCCN1CCOCC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.31,ChEMBL
NC(=O)c1ccc([N+](=O)[O-])c(N2CC2)c1,0.47,ChEMBL
O=C(NCCN1CCOCC1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N1CC1,0.11,ChEMBL
COCCC1CN(c2ccc(Cl)cc2)NC1=O,1.24,ChEMBL
COC[C@H]1CN(c2ccc(CCO)cc2)C(=O)O1,1.13,ChEMBL
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC(=O)c5cc(NC(=O)c6cc(NC(=O)CCCN(C)C)cn6C)cn5C)cn4C)cn3C)cn2C)cn1C,4.68,ChEMBL
CN1CC=C(n2ncc3ccccc32)CC1,2.85,ChEMBL
COCCOCC1CN(c2ccccc2)NC1=O,0.955,ChEMBL
O=C(O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.14,ChEMBL
C=C(C)CCOc1ccc(N2C[C@H](COC)OC2=O)cc1,3.03,ChEMBL
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)CNC(=O)c3cccc(C(=O)NCC(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCCN(C)C)n(C)c5)n(C)c4)c3)cn2C)cn1C,1.47,ChEMBL
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,4.6,ChEMBL
O=S(=O)(Nc1ccccc1)C(F)(F)F,3.03,ChEMBL
OC(CBr)C(O)C(O)C(O)CBr,-0.29,ChEMBL
CNNCc1ccc(C(=O)NC(C)C)cc1,0.06,ChEMBL
NCC(=O)N1C[C@@H](N)C[C@@H]1C(=O)N[C@H](CCc1ccccc1)C(=O)Nc1cnc2ccccc2c1,1.8,ChEMBL
Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,2.11,ChEMBL
CN1CC=C(c2ccccn2)CC1,1.24,ChEMBL
CN1CC=C(c2ccncc2)CC1,1.24,ChEMBL
COc1ccc(-c2nn(CCn3ccnc3)c(=O)c3ccccc23)s1,1.937,ChEMBL
O=c1c2ccccc2c(-c2cccs2)nn1CCn1ccnc1,1.993,ChEMBL
CC(C)Cc1nn(CCn2ccnc2)c(=O)c2ccccc12,1.995,ChEMBL
O=C(NCCCCN1CCOCC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-0.48,ChEMBL
NC(N)=O,-2.8,ChEMBL
CN1CC=C(n2cccc2)CC1,2.17,ChEMBL
CC(C)CC(=O)OCC1(CO)C/C(=C/CC(C(C)C)C(C)C)C(=O)O1,4.1,ChEMBL
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C,2.17,ChEMBL
O=c1c2ccccc2c(-c2ccncc2)nn1CCn1ccnc1,0.66,ChEMBL
O=S(=O)(c1ccc(F)cc1)N1[C@@H]2COCOC[C@@H]21,0.1158,ChEMBL
CC(C)C/C=C1\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O,4.1,ChEMBL
CCCCCCCCCCNC(=O)NC1CCCCC1,5.44,ChEMBL
O=C(NCC(O)CO)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-1.04,ChEMBL
O=C(NCC(O)CO)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N1CC1,-0.15,ChEMBL
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3.1,ChEMBL
COCC(O)Cn1ccnc1[N+](=O)[O-],-0.37,ChEMBL
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,2.82,ChEMBL
COC[C@H]1CN(c2ccc(OCC[C@@H](C)O)cc2)C(=O)O1,1.71,ChEMBL
Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,2.34,ChEMBL
O=c1c2ccccc2c(-c2ccco2)nn1CCn1ccnc1,1.523,ChEMBL
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC(=O)c5cc(NC(=O)CCCN(C)C)cn5C)cn4C)cn3C)cn2C)cn1C,3.89,ChEMBL
CN1CC=C(c2cccn2C)CC1,1.73,ChEMBL
CCCCCOC(=O)CCCNC(=O)NC1CCCCC1,0.82,ChEMBL
CC(=O)CCNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.56,ChEMBL
NC(=O)c1cc([N+](=O)[O-])c(N2CC2)c([N+](=O)[O-])c1,0.59,ChEMBL
CCSC1CN(c2ccccc2)NC1=O,2.503,ChEMBL
COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,2.48,ChEMBL
CC(=O)Nc1ccc(S(=O)(=O)N2[C@@H]3CO[C@@H](C(C)C)OC[C@@H]32)cc1,0.992,ChEMBL
O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,-1.29,ChEMBL
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.32,ChEMBL
N[C@@H]1CN[C@@H](C(=O)N[C@H](CCc2ccccc2)C(=O)Nc2cnc3ccccc3c2)C1,2.3,ChEMBL
O=c1c2ccccc2c(C2CCCC2)nn1CCn1ccnc1,2.629,ChEMBL
CC(C)=CC(=O)O[C@@H](CO)COC(=O)CC(C(C)C)C(C)C,3.9,ChEMBL
COCCC1C(=O)NN(c2ccccc2)C1C,1.049,ChEMBL
COCC1CC=C(/C=N/O)CC1,1.1,ChEMBL
COC(C)(CO)C1CC=C(/C=N/O)CC1,-0.1,ChEMBL
CCOC1N=C(c2ccccc2)c2cc(Cl)ccc2N(CCOC(C)=O)C1=O,2.87,ChEMBL
COC(C)C1CCC=C(/C=N/O)C1,1.4,ChEMBL
COC1=CCN(NC(=O)c2ccccc2)CC1,14.4,ChEMBL
Nc1nc(F)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,-0.05,ChEMBL
O=c1nc(/N=C/N2CCOCC2)ccn1C1CSC(CO)O1,0.62,ChEMBL
CCCCN1CC2CN(CCCC)CC(C1)C2(C)C,3.88,ChEMBL
CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.48,ChEMBL
CC1=CC=C(/C=N/O)CC1,0.78,ChEMBL
COCCCC1=CCN(NC(=O)c2ccccc2)CC1,30.6,ChEMBL
CC(=O)OCCCC1=CCN(NC(=O)c2ccccc2)CC1,33.4,ChEMBL
COCC(C)(OC)C1CC=C(/C=N/O)CC1,0.72,ChEMBL
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.72,ChEMBL
CN1C(=O)CN=C(C2C=CCCC2)c2cc(Cl)ccc21,2.76,ChEMBL
O/N=C/C1=CCCOC1,-0.72,ChEMBL
O=C(NN1CCC=C(F)C1)c1ccccc1,18.5,ChEMBL
Nc1nc(Cl)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,0.21,ChEMBL
Nc1nc(Cl)nc2c1ncn2C1CCC(CO)O1,-0.37,ChEMBL
CCNC12CCCCC1CCc1ccccc12,3.41,ChEMBL
CNC12CC(O)CCC1CCc1ccccc12,2.37,ChEMBL
Cc1c(O)c(=O)ccn1CCCO,-0.89,ChEMBL
CCC1(C)C2CN(CC3CCCCC3)CC1CN(CC1CCCCC1)C2,6.65,ChEMBL
COC(C)C1=CC=C(/C=N/O)CC1,1.1,ChEMBL
CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1,3.17,ChEMBL
CCCCCCN1CC2CN(C)CC(C1)C2(CC)CC,4.88,ChEMBL
C=CCCN1CC2CN(CCC=C)CC(C1)C2(C)C,3.13,ChEMBL
CCCOC1=C(Cl)C(=O)c2ccccc2C1=O,2.95,ChEMBL
CC1=CC(=O)c2ccccc2C1=O,2.25,ChEMBL
COC(C)C1CC=C(/C=N/O)CC1,1.4,ChEMBL
O=C1C(O)N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CCO,0.72,ChEMBL
COC(C)C1=CCC(/C=N/O)=CC1,1.1,ChEMBL
CCOC(=O)c1ccc(N(/C=N/c2ccn(C3CSC(CO)O3)c(=O)n2)c2ccc(C(=O)OCC)cc2)cc1,4.8,ChEMBL
CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(CCO)C1=O,2.01,ChEMBL
O/N=C/C1=CC2C=CC1CC2,1.9,ChEMBL
CC(=O)C1=CCN(NC(=O)c2ccccc2)CC1,2.4,ChEMBL
CC(=O)OCCCC1=CCCN(NC(=O)c2ccccc2)C1,31.1,ChEMBL
CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,2.18,ChEMBL
Nc1nc(S)c2ncn(C3CCC(CO)O3)c2n1,-0.59,ChEMBL
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2[C@@H](F)C[C@]2(C)[C@@H](O)CC[C@@H]12,3.5,ChEMBL
Cc1cc(=O)c(O)c(CO)n1C,-1.009,ChEMBL
CC[C@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,2.42,ChEMBL
C=CCCN1CC2CN(CCCC)CC(C1)C2(C)C,3.42,ChEMBL
CCCCCCCCCCN1CC2CN(CCCCCCCCCC)CC(C1)C2(C)C,9.64,ChEMBL
O=C1C[N+]([O-])=C(c2ccccc2)c2ccccc2N1,1.46,ChEMBL
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,2.14,ChEMBL
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,3.85,ChEMBL
Cc1c(O)c(=O)ccn1C,-0.77,ChEMBL
CCC(O)c1c(O)c(=O)cc(C)n1C,-0.134,ChEMBL
CCCCN1CC2CN(CC3CCCCC3)CC(C1)C2(C)C,4.98,ChEMBL
O/N=C/C1=CCOCC1,-0.72,ChEMBL
CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,1.68,ChEMBL
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1.95,ChEMBL
COC(C)C1=CCC=C(/C=N/O)C1,1.1,ChEMBL
CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,2.76,ChEMBL
OC[C@@H]1CC[C@H](n2cnc3c(F)ncnc32)O1,0.0,ChEMBL
NC12CCCCC1CCc1ccccc12,2.92,ChEMBL
CC(C)CN1CCN(CC(C)C)C(C2=NCCN2)C1,2.18,ChEMBL
C=C(C)CN1CCN(CC(=C)C)C(C2=NCCN2)C1,1.45,ChEMBL
C=CCN1CCN(CC(C)C)C(C2=NCCN2)C1,1.3,ChEMBL
O=c1nc(/N=C/N(c2ccccc2)c2ccccc2)ccn1C1CSC(CO)O1,4.48,ChEMBL
NC12CC3CC(CC(C3)C1)C2,2.44,ChEMBL
COCC1=CCC(/C=N/O)=CC1,0.8,ChEMBL
CC(O)(CO)C1CC=C(/C=N/O)CC1,-0.92,ChEMBL
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4.05,ChEMBL
CCC1(c2ccncc2)CCC(=O)NC1=O,0.58,ChEMBL
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,3.9,ChEMBL
CC(C)N1CCN(C(C)C)C(C2=NCCN2)C1,1.15,ChEMBL
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccccc1,1.25,ChEMBL
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.35,ChEMBL
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.73,ChEMBL
O=C(NN1CC=C(CO)CC1)c1ccccc1,4.4,ChEMBL
CC(O)C1=CCCN(NC(=O)c2ccccc2)C1,2.8,ChEMBL
O=C(NCC12CC3CC(C1)CC(CNC(=O)c1ccc(Cl)cc1Cl)(C3)C2)c1ccc(Cl)cc1Cl,6.2,ChEMBL
CNC12CCCCC1CCc1ccc(O)cc12,2.56,ChEMBL
CNC12CCCCC1CC(=O)c1ccccc12,2.41,ChEMBL
CC[C@@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,2.57,ChEMBL
CCC12CC3CC(CC(N)(C3)C1)C2,3.4,ChEMBL
C=C(C)C1CC=C(/C=N/O)CC1,2.58,ChEMBL
CC1CC2CCCCC2(N)c2ccccc21,3.59,ChEMBL
CNC12CC=CCC1CC(C)c1ccccc12,3.96,ChEMBL
CCCCC1(CCCC)C2CN(CC3CCCCC3)CC1CN(C(C)C)C2,7.61,ChEMBL
CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,2.26,ChEMBL
CNC12CCCCC1CCc1ccccc12,3.25,ChEMBL
CCc1c(O)c(=O)ccn1CCOC(=O)C(C)(C)C,1.16,ChEMBL
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,2.58,ChEMBL
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,3.73,ChEMBL
CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,2.0,ChEMBL
CC(C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,1.84,ChEMBL
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-0.58,ChEMBL
C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,4.19,ChEMBL
CCCCN1CC2CN(CCCC)CC(C1)C2(CCCC)CCCC,7.03,ChEMBL
C=CCCN1CC2CN(CC(C)C)CC(C1)C2(CCC)CCC,5.32,ChEMBL
O=C1C(=O)c2ccccc2C(O)=C1C1CCCC1,2.69,ChEMBL
O/N=C/C1=CC=CCC1,1.48,ChEMBL
O=C(O)CCC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1.41,ChEMBL
O=C(O)CCC1=CCCN(NC(=O)c2ccccc2)C1,15.3,ChEMBL
CC(O)c1c(O)c(=O)ccn1CCCO,-1.125,ChEMBL
CC(C)CN1CC2CN(C(C)C)CC(C1)C21CCCCC1,4.29,ChEMBL
C=CCN1CC2CN(CC=C)CC(C1)C2(C)C,2.7,ChEMBL
CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,1.42,ChEMBL
COC1=CC(=O)c2ccccc2C1=O,1.59,ChEMBL
O/N=C/C1=CCSCC1,0.34,ChEMBL
CNC1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,2.5,ChEMBL
OCC1CCC(n2cnc3c(Br)ncnc32)O1,0.35,ChEMBL
CNC12CCCCC1CSc1ccccc12,3.88,ChEMBL
O=C(O)CCC(=O)OCCN1C(=O)C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc21,0.19,ChEMBL
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,2.15,ChEMBL
COC(=O)CCC1=CCCN(NC(=O)c2ccccc2)C1,5.5,ChEMBL
CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,2.94,ChEMBL
OC[C@@H]1CC[C@H](n2cnc3c(Cl)ncnc32)O1,0.24,ChEMBL
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,2.0,ChEMBL
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.17,ChEMBL
c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc32)cc1,3.55,ChEMBL
NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,1.735,ChEMBL
CNC12CCCCC1CCc1c(C)cc(OC)cc12,4.02,ChEMBL
CN1CCN(Cc2ccc(Cl)cc2Cl)C(C2=NCCN2)C1,2.21,ChEMBL
CCn1ccc(=O)c(O)c1C(C)O,-0.575,ChEMBL
CCCCN1CC2CN(CC(C)C)CC(C1)C2(C)C,3.7,ChEMBL
CCCCN1CC2CN(CCCC)CC(C1)C21CCC1,4.24,ChEMBL
CCCCCCN1CC2CN(CCCCCC)CC(C1)C21CCCC1,5.47,ChEMBL
COCCCC1=CCCN(NC(=O)c2ccccc2)C1,8.1,ChEMBL
O=c1cc(-c2ccc3c(c2)ncn3-c2ccccc2)ccn1CCCN1CCCCC1,2.25,ChEMBL
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0.06,ChEMBL
CCCCN1CC2CN(CCCC)CC(C1)C2(C)CC,4.37,ChEMBL
CCCC1(C)C2CN(C(C)C)CC1CN(C(C)C)C2,3.53,ChEMBL
O=C1C=CC(=O)c2ccccc21,1.74,ChEMBL
CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1.67,ChEMBL
COC(=O)CCC1=CCN(NC(=O)c2ccccc2)CC1,8.9,ChEMBL
OCC1CCC(n2cnc3c(I)ncnc32)O1,0.53,ChEMBL
CCCCCCN1CC2CC(CN(C)C2)C1,3.18,ChEMBL
O/N=C/C1=CCCCC1,1.48,ChEMBL
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.12,ChEMBL
COCC1CCC=C(/C=N/O)C1,0.8,ChEMBL
O=C1C(Cl)=C(Nc2ccccc2)C(=O)c2ccccc21,4.04,ChEMBL
CC12CC3(C)CC(C)(C1)CC(N)(C2)C3,4.01,ChEMBL
CC1=CCCN(NC(=O)c2ccccc2)C1,23.6,ChEMBL
CCCC1(c2ccncc2)CCC(=O)NC1=O,1.13,ChEMBL
CCN1C(=O)CCC(CC)(c2ccncc2)C1=O,1.64,ChEMBL
CCc1c(O)c(=O)ccn1CC,0.25,ChEMBL
C1CCC(CN2CC3CN(CC4CCCCC4)CC(C2)C32CCCCC2)CC1,7.43,ChEMBL
CC12CC3CC(C)(C1)CC(N)(C3)C2,3.28,ChEMBL
CC1CC=CCN1NC(=O)c1ccccc1,5.0,ChEMBL
CCCCCC1(c2ccncc2)CCC(=O)NC1=O,2.26,ChEMBL
c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)ccc32)cc1,4.29,ChEMBL
COc1ccc(N(/C=N/c2ccn(C3CSC(CO)O3)c(=O)n2)c2ccc(OC)cc2)cc1,4.23,ChEMBL
COc1cc(C(=O)OC2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)cc(OC)c1OC,3.54,ChEMBL
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)cc1Cl,5.2,ChEMBL
CNC12CCC(CN)CC1CCc1ccccc12,2.0,ChEMBL
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,3.17,ChEMBL
Cn1ccc(=O)c(O)c1CO,-1.319,ChEMBL
CC(C)N1CC2CN(C(C)C)CC(C1)C2(C)C,2.48,ChEMBL
O=C1C=C(O)C(=O)c2ccccc21,1.07,ChEMBL
CCC12CC3CC(N)(C1)CC(CC)(C3)C2,4.36,ChEMBL
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.67,ChEMBL
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1.99,ChEMBL
O=C(NN1CC=C(CCCO)CC1)c1ccccc1,16.7,ChEMBL
CC1CC2CC=CCC2(N)c2ccccc21,3.4,ChEMBL
CNC12CCCCC1CC(O)c1ccccc12,1.84,ChEMBL
CN1CC2CN(C)CC(C1)C2(C)C,1.61,ChEMBL
C/C=C(C)/C=N/O,0.87,ChEMBL
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCCO,1.87,ChEMBL
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.38,ChEMBL
CC(=O)C1=CCCN(NC(=O)c2ccccc2)C1,0.8,ChEMBL
NC12CCCCC1CCc1sccc12,3.02,ChEMBL
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.45,ChEMBL
CCCNC1=NS(=O)(=O)c2sc(Cl)cc2N1,2.49,ChEMBL
O=c1nc(N(Cc2ccccc2)Cc2ccccc2)ccn1C1CCC(CO)O1,3.84,ChEMBL
CC12CC3CC(C1)CC(N)(C3)C2,3.01,ChEMBL
CC(O)C1=CCN(NC(=O)c2ccccc2)CC1,1.1,ChEMBL
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)cc1,5.0,ChEMBL
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1,1.433,ChEMBL
NC12CC=CCC1CCc1ccccc12,2.75,ChEMBL
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,3.29,ChEMBL
Cc1ccc(N(/C=N/c2ccn(C3CSC(CO)O3)c(=O)n2)c2ccc(C)cc2)cc1,5.45,ChEMBL
C=CCCN1CC2CN(CCC=C)CC(C1)C21CCCCC1,4.49,ChEMBL
COC1=CCCN(NC(=O)c2ccccc2)C1,41.4,ChEMBL
CNC12CCCCC1CCc1ccc(OC)cc12,3.75,ChEMBL
CCCN1CC2CN(CCC)CC(C1)C2(CC)CC,3.85,ChEMBL
COC1=C(Cl)C(=O)c2ccccc2C1=O,2.15,ChEMBL
CCCC12CC3CC(CC(N)(C3)C1)C2,3.76,ChEMBL
COCC(C)(O)C1CC=C(/C=N/O)CC1,-0.1,ChEMBL
CCCC(CCC)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,5.25,ChEMBL
C=CC1CC=C(/C=N/O)CC1,2.28,ChEMBL
O=C(NN1CCC=C(CCCO)C1)c1ccccc1,13.2,ChEMBL
OCC1CCC(n2cnc3c(S)ncnc32)O1,-0.66,ChEMBL
NS(=O)(=O)c1nnc(NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)s1,1.893,ChEMBL
O=C1C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc2N1CCO,1.94,ChEMBL
Nc1nc(Br)c2ncn(C3CCC(CO)O3)c2n1,0.34,ChEMBL
CNC12CC=CCC1CCc1ccccc12,3.07,ChEMBL
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,3.16,ChEMBL
CCOC1N=C(c2ccccc2)c2cc(Cl)ccc2N(CCO)C1=O,2.4,ChEMBL
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1.36,ChEMBL
CC(=O)OCCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,3.0,ChEMBL
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,1.35,ChEMBL
C[C@]12C[C@H](F)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,3.1,ChEMBL
CCc1c(O)c(=O)ccn1CCO,-0.66,ChEMBL
O=c1ccn(CCCO)c(CO)c1O,-1.252,ChEMBL
CCn1c(C)cc(=O)c(O)c1CO,-0.652,ChEMBL
Cc1cc(=O)c(O)c(C(C)O)n1C,-0.606,ChEMBL
CCOC1=C(Cl)C(=O)c2ccccc2C1=O,2.61,ChEMBL
O=C1Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1O,1.48,ChEMBL
O=C(O)CCC1=CCN(NC(=O)c2ccccc2)CC1,10.0,ChEMBL
O=C(NN1CCC=CC1=O)c1ccccc1,14.9,ChEMBL
Nc1nc(I)c2ncn(C3CCC(CO)O3)c2n1,0.52,ChEMBL
CC(C)C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)NCC(=O)O,1.821,ChEMBL
O=C(OCCCn1ccc(=O)c(O)c1CO)c1ccccc1,0.749,ChEMBL
